sheet,sub_table,column_position,column_label,cdid,sign_prefix,unit,table_code,classification,notes,item_code1,item_code2,item_code3,ko_name,ko_definition,source
Table_H,2,2,"General government, Payment to EU institutions, GNI own resource",MUV7,false,GBP million,H,CA-detail,,MUV7,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,2,3,"General government, Payment to EU institutions, GNI adjustments",MUV8,false,GBP million,H,CA-detail,,MUV8,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,2,4,"General government, Payment to EU institutions, Less abatement",FKKM,true,GBP million,H,CA-detail,,-FKKM,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,2,5,"General government, Payment to EU institutions, Others",FLMT,false,GBP million,H,CA-detail,,FLMT,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,2,6,"General government, Payment to EU institutions, Withdrawal agreement",FZJA,false,GBP million,H,CA-detail,,FZJA,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,2,7,"General government, Other payments",CGDP,false,GBP million,H,CA-detail,,CGDP,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,2,8,"General government, Total",FLUD,false,GBP million,H,CA-detail,,FLUD,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,2,9,"Other sectors, Payment to EU institutions",CGDR,false,GBP million,H,CA-detail,,CGDR,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,2,10,"Other sectors, Other payments",CGDS,false,GBP million,H,CA-detail,,CGDS,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,2,11,"Other sectors, Total",FLUZ,false,GBP million,H,CA-detail,,FLUZ,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,3,2,General government,FNSV,false,GBP million,H,CA-detail,,FNSV,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,3,3,Other sectors,FNTC,false,GBP million,H,CA-detail,,FNTC,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,3,5,"Total balances, Of which EU institutions",GTTB,false,GBP million,H,CA-detail,,GTTB,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_I,1,2,"Capital transfers, Central government, Debt forgiveness",FHIV,false,GBP million,I,KA-FA,,FHIV,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,1,3,"Capital transfers, Central government, Other capital transfers",FHJA,false,GBP million,I,KA-FA,,FHJA,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,1,4,"Capital transfers, Central government, Total",FHIU,false,GBP million,I,KA-FA,,FHIU,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,1,5,"Capital transfers, Other sectors, Debt forgiveness",FHJD,false,GBP million,I,KA-FA,,FHJD,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,1,6,"Capital transfers, Other sectors, EU institutions, Regional development fund",GTTX,false,GBP million,I,KA-FA,,GTTX,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,1,7,"Capital transfers, Other sectors, EU institutions, Agricultural fund for regional development",FHJF,false,GBP million,I,KA-FA,,FHJF,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,1,8,"Capital transfers, Other sectors, EU institutions, Other capital transfers",EBGO,false,GBP million,I,KA-FA,,EBGO,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,1,9,"Capital transfers, Other sectors, EU institutions, Total",GTTY,false,GBP million,I,KA-FA,,GTTY,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,1,10,"Capital transfers, Other sectors, Total",FHJB,false,GBP million,I,KA-FA,,FHJB,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,1,11,"Capital transfers, Total",FHIT,false,GBP million,I,KA-FA,,FHIT,KA,,자본이전 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,1,12,"Disposal of non-produced, non-financial assets",FHJL,false,GBP million,I,KA-FA,,FHJL,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,2,2,"Capital transfers, Central government, Debt forgiveness",FLWD,false,GBP million,I,KA-FA,,FLWD,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,2,3,"Capital transfers, Central government, Other capital transfers (project grants)",FLWH,false,GBP million,I,KA-FA,,FLWH,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,2,4,"Capital transfers, Central government, Total",FLWB,false,GBP million,I,KA-FA,,FLWB,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,2,5,"Capital transfers, Other sectors, Debt forgiveness, Monetary financial institutions",FLWL,false,GBP million,I,KA-FA,,FLWL,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,2,6,"Capital transfers, Other sectors, Debt forgiveness, Public corporations",HMLY,false,GBP million,I,KA-FA,,HMLY,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,2,7,"Capital transfers, Other sectors, Debt forgiveness, Total",JCWM,false,GBP million,I,KA-FA,,JCWM,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,2,8,"Capital transfers, Other sectors, Other capital transfers",FLWQ,false,GBP million,I,KA-FA,,FLWQ,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,2,9,"Capital transfers, Other sectors, Total",FLWI,false,GBP million,I,KA-FA,,FLWI,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,2,10,Capital transfers Total,FLWA,false,GBP million,I,KA-FA,,FLWA,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,2,11,"Acquisitions of non-produced, non-financial assets",FLWT,false,GBP million,I,KA-FA,,FLWT,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,3,2,"Capital transfers, Central government, Debt forgiveness",FNTM,false,GBP million,I,KA-FA,,FNTM,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,3,3,"Capital transfers, Central government, Other capital transfers",FNTN,false,GBP million,I,KA-FA,,FNTN,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,3,4,"Capital transfers, Central government, Total",FNTL,false,GBP million,I,KA-FA,,FNTL,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,3,5,"Capital transfers, Other sectors, Debt forgiveness",FNTQ,false,GBP million,I,KA-FA,,FNTQ,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,3,6,"Capital transfers, Other sectors, Other capital transfers",FNTR,false,GBP million,I,KA-FA,,FNTR,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,3,7,"Capital transfers, Other sectors, Total",FNTO,false,GBP million,I,KA-FA,,FNTO,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,3,8,"Capital transfers, Total",FNTK,false,GBP million,I,KA-FA,,FNTK,KA,,자본이전 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_I,3,9,"Non-produced, non-financial assets",FNTS,false,GBP million,I,KA-FA,,FNTS,KA,,자본수지,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(자본계정 — BPM6 §13/§15: 자본이전 + NPNFA)
Table_J,1,2,"Direct investment abroad, Equity capital other than reinvestment of earnings",HJYM,true,GBP million,J,KA-FA,부호 반전 prefix,-HJYM,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,1,3,"Direct investment abroad, Reinvestment of earnings",HDNY,true,GBP million,J,KA-FA,부호 반전 prefix,-HDNY,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,1,4,"Direct investment abroad, Debt instruments",N2RN,true,GBP million,J,KA-FA,부호 반전 prefix,-N2RN,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,1,6,"Portfolio investment abroad, Equity and investment fund shares",HBVI,true,GBP million,J,KA-FA,부호 반전 prefix,-HBVI,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,1,7,"Portfolio investment abroad, Debt securities",XBMW,true,GBP million,J,KA-FA,부호 반전 prefix,-XBMW,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,2,2,"Direct investment in the UK, Equity capital other than reinvestment of earnings",HJYR,false,GBP million,J,KA-FA,부호 반전 prefix,HJYR,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,2,3,"Direct investment in the UK, Reinvestment of earnings",CYFV,false,GBP million,J,KA-FA,부호 반전 prefix,CYFV,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,2,4,"Direct investment in the UK, Debt instruments",N2R7,false,GBP million,J,KA-FA,부호 반전 prefix,N2R7,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,2,6,"Portfolio investment in the UK, Equity and investment fund shares",XBLW,false,GBP million,J,KA-FA,부호 반전 prefix,XBLW,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,2,7,"Portfolio investment in the UK, Debt securities",XBLX,false,GBP million,J,KA-FA,부호 반전 prefix,XBLX,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,3,2,"Net direct investment, Equity capital other than reinvestment of earnings",HBWN,true,GBP million,J,KA-FA,부호 반전 prefix,-HBWN,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,3,3,"Net direct investment, Reinvestment of earnings",HBWT,true,GBP million,J,KA-FA,부호 반전 prefix,-HBWT,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,3,4,"Net direct investment, Debt instruments",MU7L,true,GBP million,J,KA-FA,부호 반전 prefix,-MU7L,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,3,6,"Net portfolio investment, Equity and investment fund shares",HBWV,true,GBP million,J,KA-FA,부호 반전 prefix,-HBWV,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_J,3,7,"Net portfolio investment, Debt securities",HBWX,true,GBP million,J,KA-FA,부호 반전 prefix,-HBWX,FA,,금융계정 거래(flow),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(금융계정 NSA — BPM6 §6 FA 5분류 + sign_prefix 운영 규칙)
Table_K,1,2,"Direct investment abroad, Equity and investment fund shares",CGMO,false,GBP billion,K,IIP,,CGMO,IIP,,국제투자대조표(stock),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_K,1,3,"Direct investment abroad, Debt instruments",N2TT,false,GBP billion,K,IIP,,N2TT,IIP,,국제투자대조표(stock),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_K,1,5,"Portfolio investment abroad, Equity and investment fund shares",HEPX,false,GBP billion,K,IIP,,HEPX,IIP,,국제투자대조표(stock),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_K,1,6,"Portfolio investment abroad, Debt securities",HHZX,false,GBP billion,K,IIP,,HHZX,IIP,,국제투자대조표(stock),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_K,2,2,"Direct investment in the UK, Equity and investment fund shares",HBUY,false,GBP billion,K,IIP,,HBUY,IIP,,국제투자대조표(stock),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_K,2,3,"Direct investment in the UK, Debt instruments",N2TD,false,GBP billion,K,IIP,,N2TD,IIP,,국제투자대조표(stock),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_K,2,5,"Portfolio investment in the UK, Equity and investment fund shares",HLXX,false,GBP billion,K,IIP,,HLXX,IIP,,국제투자대조표(stock),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_K,2,6,"Portfolio investment in the UK, Debt securities",HLXY,false,GBP billion,K,IIP,,HLXY,IIP,,국제투자대조표(stock),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_K,3,2,"Direct investment, Equity and investment fund shares",HBSH,false,GBP billion,K,IIP,,HBSH,IIP,,직접투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_K,3,3,"Direct investment, Debt instruments",MU7N,false,GBP billion,K,IIP,,MU7N,IIP,,직접투자 - 부채성거래,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_K,3,5,"Portfolio investment, Equity and investment fund shares",CGNE,false,GBP billion,K,IIP,,CGNE,IIP,,증권투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_K,3,6,"Portfolio investment, Debt securities",CGNF,false,GBP billion,K,IIP,,CGNF,IIP,,증권투자 - 부채증권,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(IIP — BPM6 §6 + Reserve Assets EEA/HMT)
Table_R1,1,4,Total trade,IKBJ,false,GBP million,R1,revision,,IKBJ,CA,,상품·서비스 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,1,5,"Primary income, Compensation of employees",IJAJ,false,GBP million,R1,revision,,IJAJ,CA,,1차소득 - 노동소득(보수),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,1,7,"Primary income, Other primary income",MT5X,false,GBP million,R1,revision,,MT5X,CA,,1차소득 - 기타,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,1,9,"Secondary income, General government",FNSV,false,GBP million,R1,revision,,FNSV,CA,,2차소득 - 일반정부,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,1,10,"Secondary income, Other sectors",FNTC,false,GBP million,R1,revision,,FNTC,CA,,2차소득 - 기타부문,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,2,2,Trade in goods,LQCT,false,GBP million,R1,revision,,LQCT,CA,,상품무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,2,3,Trade in services,KTMS,false,GBP million,R1,revision,,KTMS,CA,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,2,4,Total trade,KTMY,false,GBP million,R1,revision,,KTMY,CA,,상품·서비스 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,2,5,"Primary income, Compensation of employees",KTMP,false,GBP million,R1,revision,,KTMP,CA,,1차소득 - 노동소득(보수),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,2,6,"Primary income, Investment income",HMBM,false,GBP million,R1,revision,,HMBM,CA,,1차소득 - 투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,2,7,"Primary income, Other primary income",MT5W,false,GBP million,R1,revision,,MT5W,CA,,1차소득 - 기타,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,2,8,"Primary income, Total",HMBP,false,GBP million,R1,revision,,HMBP,CA,,1차소득 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,2,9,"Secondary income, General government",FJUQ,false,GBP million,R1,revision,,FJUQ,CA,,2차소득 - 일반정부,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,2,10,"Secondary income, Other sectors",FJUR,false,GBP million,R1,revision,,FJUR,CA,,2차소득 - 기타부문,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R1,2,11,"Secondary income, Total",KTNF,false,GBP million,R1,revision,,KTNF,CA,,2차소득 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS National Accounts Revisions Policy — Summary balances)
Table_R2,1,4,Total exports,IKBH,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,IKBH,CA,,경상수지 개정,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,1,5,"Primary income, Compensation of employees",IJAH,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,IJAH,CA,,1차소득 - 노동소득(보수),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,1,7,"Primary income, Other primary income",MT5T,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,MT5T,CA,,1차소득 - 기타,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,1,9,"Secondary income, Central government",FHDM,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,FHDM,CA,,2차소득 - 중앙정부,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,1,10,"Secondary income, Other sectors",FHIB,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,FHIB,CA,,2차소득 - 기타부문,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,1,12,Total credits,HBON,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,HBON,CA,,경상수지 개정,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,2,4,Total imports,IKBI,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,IKBI,CA,,경상수지 개정,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,2,5,"Primary income, Compensation of employees",IJAI,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,IJAI,CA,,1차소득 - 노동소득(보수),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,2,7,"Primary income, Other primary income",MT5V,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,MT5V,CA,,1차소득 - 기타,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,2,9,"Secondary income, Central government",FLUD,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,FLUD,CA,,2차소득 - 중앙정부,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,2,10,"Secondary income, Other sectors",FLUZ,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,FLUZ,CA,,2차소득 - 기타부문,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,2,12,Total debits,HBOO,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,HBOO,CA,,경상수지 개정,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,3,4,Total trade,IKBJ,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,IKBJ,CA,,상품·서비스 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,3,5,"Primary income, Compensation of employees",IJAJ,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,IJAJ,CA,,1차소득 - 노동소득(보수),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
Table_R2,3,7,"Primary income, Other primary income",MT5X,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP,MT5X,CA,,1차소득 - 기타,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/28(ONS Revisions Policy — Current account 4 sub-tables)
